epoch,acc,loss,val_acc,val_loss
0,0.4104487885462555,1.3768587787081754,0.26430722891566266,1.6367337503574109
1,0.7650055066079295,0.6009376213951487,0.48782630522088355,2.91230146916523
2,0.8945140418502202,0.29165991868351054,0.5215863453815262,4.152740585255958
3,0.9296875,0.20700116265905685,0.5386546184738956,2.890507925311796
4,0.936398678414097,0.1765190908899887,0.5268574297188755,4.363099959591503
5,0.9457599118942731,0.1519466370025254,0.5385291164658634,3.6189985909422138
6,0.9433851872246696,0.16454509949424406,0.5208333333333334,3.034352158471599
7,0.9551899779735683,0.12398846411740688,0.5528363453815262,3.4857463170991183
8,0.9496833700440529,0.14044007368006073,0.572289156626506,2.725114182178858
9,0.9546049008810573,0.12036332947716416,0.49447791164658633,2.8712744712074865
