epoch,acc,loss,val_acc,val_loss
0,0.5225426762114538,2.848309048964326,0.6037901606425703,3.475219367258999
1,0.9313738986784141,0.8403069447184449,0.579066265060241,3.2550662314317313
2,0.952539922907489,0.6051200717556319,0.6758283132530121,2.747398548935312
3,0.9524022577092511,0.5199736471612023,0.6534889558232931,2.6361817229823417
4,0.9576679515418502,0.48349250994196025,0.5149347389558233,2.943310146231249
5,0.9595608480176211,0.4521874644617152,0.4956074297188755,3.623229512787727
6,0.9609375,0.47018106414686217,0.6050451807228916,2.332013521627729
7,0.9625206497797357,0.4460007277058872,0.5012550200803213,2.938237674624087
8,0.9658934471365639,0.4193462032316015,0.5652610441767069,2.733942081710421
9,0.9635875550660793,0.4333434000217442,0.5438002008032129,2.466838288079783
10,0.9646544603524229,0.404149933796097,0.5102911646586346,2.5849746527322326
11,0.9666506057268722,0.4016982306631914,0.5150602409638554,3.2410575739710206
12,0.9618323237885462,0.4265074668870623,0.4154116465863454,5.550401964340823
13,0.965824614537445,0.43792446779850297,0.5419176706827309,3.45494339665974
14,0.9653083700440529,0.42179282492084125,0.4779116465863454,2.4138898815376213
15,0.9668226872246696,0.4191303639488073,0.5135542168674698,2.8190059120875284
16,0.9649297907488987,0.41540307831429435,0.5626255020080321,3.6480084502074615
17,0.9659966960352423,0.4275285386796302,0.4667419678714859,3.7274803638937004
18,0.9693694933920705,0.38090219823766647,0.4967369477911647,3.5034524667334845
19,0.9666506057268722,0.38350022240390075,0.5448042168674698,2.8510942666166756
