epoch,acc,loss,val_acc,val_loss
0,0.8308094713656388,4.000820256342972,0.33797690763052207,8.864996556297363
1,0.9339551211453745,1.4720140135301367,0.41691767068273095,4.52098247037834
2,0.9460696585903083,0.7549258021695235,0.43210341365461846,6.688425024051264
3,0.9485476321585903,0.5329356562953426,0.41767068273092367,5.940744102180722
4,0.9541230726872246,0.427557359535723,0.43210341365461846,5.406088284878845
5,0.9538133259911894,0.3945318876400524,0.5331325301204819,3.148191258849868
6,0.9603180066079295,0.3460319306996819,0.5163152610441767,2.969826566137703
7,0.9581497797356828,0.34352113408270385,0.4996234939759036,4.586145006329659
8,0.963862885462555,0.30288500324022927,0.4371234939759036,4.686994020688726
9,0.9608342511013216,0.3174326404486065,0.5144327309236948,3.2401345788415177
10,0.9631745594713657,0.2854857812040703,0.4811746987951807,3.9883167796345598
11,0.9626583149779736,0.3005055723063615,0.34914658634538154,5.080178233005675
12,0.9661687775330396,0.26602102027557756,0.5637550200803213,2.9911022787113266
13,0.9676830947136564,0.2551412093022321,0.5070281124497992,4.023318743131247
14,0.9668226872246696,0.2578060127433701,0.5173192771084337,2.541675885458548
15,0.9646200440528634,0.2666102286986186,0.44854417670682734,2.9832347790639564
16,0.9669947687224669,0.25155658754089333,0.5513303212851406,3.1895298494332764
17,0.9670980176211453,0.2556771511244813,0.5426706827309237,3.1838249561777077
18,0.9672700991189427,0.24905725019175706,0.5918674698795181,1.6649380343925044
19,0.9686123348017621,0.22761653457657488,0.5495732931726908,4.556006486965231
