epoch,acc,loss,val_acc,val_loss
0,0.7231208700440529,4.958959600539459,0.6455823293172691,2.265471852328404
1,0.8943419603524229,1.0711671007624808,0.6726907630522089,2.4313319988518836
2,0.9218405837004405,0.9515496973555518,0.6242469879518072,2.9241417430969605
3,0.9323031387665198,0.8611238795755193,0.5198293172690763,2.613879578419957
4,0.9342992841409692,0.8220496531493864,0.5855923694779116,2.2099941281908486
5,0.9385669052863436,0.7683278957324406,0.5089106425702812,2.9682571260804633
6,0.9415955396475771,0.7374953428357183,0.5581074297188755,2.7225864402740356
7,0.9403221365638766,0.7329360284731776,0.4879518072289157,4.092245583553391
8,0.9433507709251101,0.7109340800522183,0.5117971887550201,3.5528190773893074
9,0.9469300660792952,0.7021116396896377,0.5164407630522089,3.0425173920321176
10,0.9459664096916299,0.6927460397753684,0.48443775100401604,3.065372061298554
11,0.9465859030837004,0.6795319192735109,0.48970883534136544,3.134932893706134
12,0.9457599118942731,0.664519613830266,0.4590863453815261,3.820352289810717
13,0.9504749449339207,0.6307903897788556,0.48167670682730923,3.063365594390406
14,0.9503716960352423,0.6313123954583107,0.4375,4.018883056908726
15,0.9501651982378855,0.6476945539501533,0.4044929718875502,4.143020984877544
16,0.9499931167400881,0.6225255566612214,0.4479166666666667,5.226591564924362
17,0.9520925110132159,0.6029031365486232,0.38755020080321284,4.960114718201649
18,0.9506126101321586,0.6111908305255852,0.4651104417670683,5.360855671895077
19,0.9540886563876652,0.576234099180294,0.4044929718875502,4.341709463711244
