epoch,acc,loss,val_acc,val_loss
0,0.7571930066079295,2.541772231755015,0.6713102409638554,3.4836238962579444
1,0.9310641519823789,0.8894481572613843,0.6613955823293173,2.3637257232723465
2,0.9440390969162996,0.6192238999752221,0.6483433734939759,2.453999606720415
3,0.9498898678414097,0.5319121342956494,0.672816265060241,2.5217586479273186
4,0.9556373898678414,0.4417238283065447,0.5394076305220884,2.544465247885769
5,0.9546393171806168,0.4606364641322176,0.5412901606425703,3.580531785705961
6,0.954295154185022,0.4489344781190813,0.5857178714859438,2.635557312204177
7,0.9595264317180616,0.4109269537294226,0.6301455823293173,1.817233064866449
8,0.9617634911894273,0.3968018694300746,0.6120732931726908,2.6436019653536706
9,0.9587692731277533,0.40024502168405424,0.6213604417670683,2.4452089422558205
10,0.9616946585903083,0.3960640694749119,0.6473393574297188,2.0597250958283744
11,0.9628648127753304,0.36314613017610514,0.5830823293172691,2.4382894907490797
12,0.9631745594713657,0.38966449950760157,0.5982680722891566,2.165245596304476
13,0.9654116189427313,0.3443684625287544,0.6300200803212851,2.111286836964299
14,0.9622109030837004,0.36674775386696873,0.6306475903614458,2.8116100686022554
15,0.9631057268722467,0.38133788501868426,0.6124497991967871,3.1183147622519227
16,0.9644135462555066,0.3530087873651461,0.6816014056224899,3.30870977169778
17,0.9593887665198237,0.43280513914474306,0.6681726907630522,2.6144148460234025
18,0.964516795154185,0.36067080128494866,0.6098142570281124,3.0479856433877983
19,0.9660999449339207,0.33730502723662864,0.6730672690763052,2.453040607961785
