epoch,acc,loss,val_acc,val_loss
0,0.6727354074889867,0.8012869999916313,0.49535642570281124,3.1712135328728692
1,0.9012596365638766,0.28103830213137976,0.5089106425702812,3.031884293455051
2,0.9354350220264317,0.19136907878124268,0.5335090361445783,3.653939247079192
3,0.9472398127753304,0.15282360392963193,0.5292419678714859,4.342273146670936
4,0.9468956497797357,0.1528167269445845,0.6734437751004017,2.359987360398958
